Year,Units,Age group,Sex,Typ of victim-suspect relationship,Degree of feelings of insecurity,COMMENT_OBS_0,COMMENT_OBS_1,COMMENT_OBS_2,Series,Value
2017,Number,,Female,Family member,,,,,Victims of intentional homicide,78.0
2018,Number,,Female,Family member,,,,,Victims of intentional homicide,77.0
2019,Number,,Female,Family member,,,,,Victims of intentional homicide,64.0
2020,Number,,Female,Family member,,,,,Victims of intentional homicide,79.0
2021,Number,,Female,Family member,,,,,Victims of intentional homicide,86.0
2022,Number,,Female,Family member,,,,,Victims of intentional homicide,61.0
2023,Number,,Female,Family member,,,,,Victims of intentional homicide,94.0
2024,Number,,Female,Family member,,,,,Victims of intentional homicide,65.0
2025,Number,,Female,Family member,,,,,Victims of intentional homicide,81.0
2010,Number,,Male,Family member,,.,,,Victims of intentional homicide,
2011,Number,,Male,Family member,,.,,,Victims of intentional homicide,
2012,Number,,Male,Family member,,,,,Victims of intentional homicide,85.0
2013,Number,,Male,Family member,,,,,Victims of intentional homicide,55.0
2014,Number,,Male,Family member,,,,,Victims of intentional homicide,69.0
2015,Number,,Male,Family member,,,,,Victims of intentional homicide,59.0
2016,Number,,Male,Family member,,,,,Victims of intentional homicide,70.0
2017,Number,,Male,Family member,,,,,Victims of intentional homicide,69.0
2018,Number,,Male,Family member,,,,,Victims of intentional homicide,78.0
2019,Number,,Male,Family member,,,,,Victims of intentional homicide,62.0
2020,Number,,Male,Family member,,,,,Victims of intentional homicide,76.0
2021,Number,,Male,Family member,,,,,Victims of intentional homicide,65.0
2022,Number,,Male,Family member,,,,,Victims of intentional homicide,52.0
2023,Number,,Male,Family member,,,,,Victims of intentional homicide,64.0
2024,Number,,Male,Family member,,,,,Victims of intentional homicide,75.0
2025,Number,,Male,Family member,,,,,Victims of intentional homicide,66.0
2010,Percentage,,,,,0,,,Victims of intentional homicide,0.00097
2011,Percentage,,,,,0,,,Victims of intentional homicide,0.00092
2012,Percentage,,,,,0,,,Victims of intentional homicide,0.00082
2013,Percentage,,,,,0,,,Victims of intentional homicide,0.00085
2014,Percentage,,,,,0,,,Victims of intentional homicide,0.00088
2015,Percentage,,,,,0,,,Victims of intentional homicide,0.00083
2016,Percentage,,,,,0,,,Victims of intentional homicide,0.00117
2017,Percentage,,,,,0,,,Victims of intentional homicide,0.00099
2018,Percentage,,,,,0,,,Victims of intentional homicide,0.00096
2019,Percentage,,,,,0,,,Victims of intentional homicide,0.00076
2020,Percentage,,,,,0,,,Victims of intentional homicide,0.00095
2021,Percentage,,,,,0,,,Victims of intentional homicide,0.00085
2022,Percentage,,,,,0,,,Victims of intentional homicide,0.00083
2023,Percentage,,,,,0,,,Victims of intentional homicide,0.00092
2024,Percentage,,,,,0,,,Victims of intentional homicide,0.00093
2010,Percentage,13 years and younger,,,,0,,,Victims of intentional homicide,0.00076
2011,Percentage,13 years and younger,,,,0,,,Victims of intentional homicide,0.0008
2012,Percentage,13 years and younger,,,,0,,,Victims of intentional homicide,0.00099
2013,Percentage,13 years and younger,,,,0,,,Victims of intentional homicide,0.00073
2014,Percentage,13 years and younger,,,,0,,,Victims of intentional homicide,0.00069
2015,Percentage,13 years and younger,,,,0,,,Victims of intentional homicide,0.00067
2016,Percentage,13 years and younger,,,,0,,,Victims of intentional homicide,0.00072
2017,Percentage,13 years and younger,,,,0,,,Victims of intentional homicide,0.0007
2018,Percentage,13 years and younger,,,,0,,,Victims of intentional homicide,0.00072
2019,Percentage,13 years and younger,,,,0,,,Victims of intentional homicide,0.00047
2020,Percentage,13 years and younger,,,,0,,,Victims of intentional homicide,0.00081
2021,Percentage,13 years and younger,,,,0,,,Victims of intentional homicide,0.00085
2022,Percentage,13 years and younger,,,,0,,,Victims of intentional homicide,0.00048
2023,Percentage,13 years and younger,,,,0,,,Victims of intentional homicide,0.00066
2024,Percentage,13 years and younger,,,,0,,,Victims of intentional homicide,0.00052
2010,Percentage,14 to under 18 years,,,,0,,,Victims of intentional homicide,0.00068
2011,Percentage,14 to under 18 years,,,,0,,,Victims of intentional homicide,0.00068
2012,Percentage,14 to under 18 years,,,,0,,,Victims of intentional homicide,0.00015
2013,Percentage,14 to under 18 years,,,,0,,,Victims of intentional homicide,0.0003
2014,Percentage,14 to under 18 years,,,,0,,,Victims of intentional homicide,0.00038
2015,Percentage,14 to under 18 years,,,,0,,,Victims of intentional homicide,0.00036
2016,Percentage,14 to under 18 years,,,,0,,,Victims of intentional homicide,0.0009
2017,Percentage,14 to under 18 years,,,,0,,,Victims of intentional homicide,0.00011
2018,Percentage,14 to under 18 years,,,,0,,,Victims of intentional homicide,0.00037
2019,Percentage,14 to under 18 years,,,,0,,,Victims of intentional homicide,0.0003
2020,Percentage,14 to under 18 years,,,,0,,,Victims of intentional homicide,0.00033
2021,Percentage,14 to under 18 years,,,,0,,,Victims of intentional homicide,0.00038
2022,Percentage,14 to under 18 years,,,,0,,,Victims of intentional homicide,0.00046
2023,Percentage,14 to under 18 years,,,,0,,,Victims of intentional homicide,0.00055
2024,Percentage,14 to under 18 years,,,,0,,,Victims of intentional homicide,0.00048
2010,Percentage,18 to under 21 years,,,,0,,,Victims of intentional homicide,0.00137
2011,Percentage,18 to under 21 years,,,,0,,,Victims of intentional homicide,0.00114
2012,Percentage,18 to under 21 years,,,,0,,,Victims of intentional homicide,0.00093
2013,Percentage,18 to under 21 years,,,,0,,,Victims of intentional homicide,0.00061
2014,Percentage,18 to under 21 years,,,,0,,,Victims of intentional homicide,0.00081
2015,Percentage,18 to under 21 years,,,,0,,,Victims of intentional homicide,0.0007
2016,Percentage,18 to under 21 years,,,,0,,,Victims of intentional homicide,0.00164
2017,Percentage,18 to under 21 years,,,,0,,,Victims of intentional homicide,0.00062
2018,Percentage,18 to under 21 years,,,,0,,,Victims of intentional homicide,0.00102
2019,Percentage,18 to under 21 years,,,,0,,,Victims of intentional homicide,0.00064
2020,Percentage,18 to under 21 years,,,,0,,,Victims of intentional homicide,0.00088
2021,Percentage,18 to under 21 years,,,,0,,,Victims of intentional homicide,0.00082
2022,Percentage,18 to under 21 years,,,,0,,,Victims of intentional homicide,0.00098
2023,Percentage,18 to under 21 years,,,,0,,,Victims of intentional homicide,0.00075
2024,Percentage,18 to under 21 years,,,,0,,,Victims of intentional homicide,0.00111
2010,Percentage,21 to under 60 years,,,,0,,,Victims of intentional homicide,0.00101
2011,Percentage,21 to under 60 years,,,,0,,,Victims of intentional homicide,0.00098
2012,Percentage,21 to under 60 years,,,,0,,,Victims of intentional homicide,0.00083
2013,Percentage,21 to under 60 years,,,,0,,,Victims of intentional homicide,0.00087
2014,Percentage,21 to under 60 years,,,,0,,,Victims of intentional homicide,0.00094
2015,Percentage,21 to under 60 years,,,,0,,,Victims of intentional homicide,0.00079
2016,Percentage,21 to under 60 years,,,,0,,,Victims of intentional homicide,0.00122
2017,Percentage,21 to under 60 years,,,,0,,,Victims of intentional homicide,0.00096
2018,Percentage,21 to under 60 years,,,,0,,,Victims of intentional homicide,0.00103
2019,Percentage,21 to under 60 years,,,,0,,,Victims of intentional homicide,0.00082
2020,Percentage,21 to under 60 years,,,,0,,,Victims of intentional homicide,0.00089
2021,Percentage,21 to under 60 years,,,,0,,,Victims of intentional homicide,0.0008
2022,Percentage,21 to under 60 years,,,,0,,,Victims of intentional homicide,0.00079
2023,Percentage,21 to under 60 years,,,,0,,,Victims of intentional homicide,0.00102
2024,Percentage,21 to under 60 years,,,,0,,,Victims of intentional homicide,0.00098
2010,Percentage,60 years and older,,,,0,,,Victims of intentional homicide,0.00097
2011,Percentage,60 years and older,,,,0,,,Victims of intentional homicide,0.00086
2012,Percentage,60 years and older,,,,0,,,Victims of intentional homicide,0.00083
2013,Percentage,60 years and older,,,,0,,,Victims of intentional homicide,0.00097
2014,Percentage,60 years and older,,,,0,,,Victims of intentional homicide,0.00096
2015,Percentage,60 years and older,,,,0,,,Victims of intentional homicide,0.00109
2016,Percentage,60 years and older,,,,0,,,Victims of intentional homicide,0.00128
2017,Percentage,60 years and older,,,,0,,,Victims of intentional homicide,0.00136
2018,Percentage,60 years and older,,,,0,,,Victims of intentional homicide,0.001
2019,Percentage,60 years and older,,,,0,,,Victims of intentional homicide,0.00085
2020,Percentage,60 years and older,,,,0,,,Victims of intentional homicide,0.00122
2021,Percentage,60 years and older,,,,0,,,Victims of intentional homicide,0.001
2022,Percentage,60 years and older,,,,0,,,Victims of intentional homicide,0.00108
2023,Percentage,60 years and older,,,,0,,,Victims of intentional homicide,0.00094
2024,Percentage,60 years and older,,,,0,,,Victims of intentional homicide,0.00106
2010,Percentage,,Female,,,0,,,Victims of intentional homicide,0.00094
2011,Percentage,,Female,,,0,,,Victims of intentional homicide,0.00082
2012,Percentage,,Female,,,0,,,Victims of intentional homicide,0.00072
2013,Percentage,,Female,,,0,,,Victims of intentional homicide,0.0008
2014,Percentage,,Female,,,0,,,Victims of intentional homicide,0.00082
2015,Percentage,,Female,,,0,,,Victims of intentional homicide,0.00079
2016,Percentage,,Female,,,0,,,Victims of intentional homicide,0.00113
2017,Percentage,,Female,,,0,,,Victims of intentional homicide,0.00091
2018,Percentage,,Female,,,0,,,Victims of intentional homicide,0.00088
2019,Percentage,,Female,,,0,,,Victims of intentional homicide,0.00066
2020,Percentage,,Female,,,0,,,Victims of intentional homicide,0.00086
2021,Percentage,,Female,,,0,,,Victims of intentional homicide,0.00081
2022,Percentage,,Female,,,0,,,Victims of intentional homicide,0.00083
2023,Percentage,,Female,,,0,,,Victims of intentional homicide,0.00089
2024,Percentage,,Female,,,0,,,Victims of intentional homicide,0.0008
2010,Percentage,,Male,,,0,,,Victims of intentional homicide,0.001
2011,Percentage,,Male,,,0,,,Victims of intentional homicide,0.00102
2012,Percentage,,Male,,,0,,,Victims of intentional homicide,0.00092
2013,Percentage,,Male,,,0,,,Victims of intentional homicide,0.0009
2014,Percentage,,Male,,,0,,,Victims of intentional homicide,0.00095
2015,Percentage,,Male,,,0,,,Victims of intentional homicide,0.00088
2016,Percentage,,Male,,,0,,,Victims of intentional homicide,0.00122
2017,Percentage,,Male,,,0,,,Victims of intentional homicide,0.00107
2018,Percentage,,Male,,,0,,,Victims of intentional homicide,0.00104
2019,Percentage,,Male,,,0,,,Victims of intentional homicide,0.00086
2020,Percentage,,Male,,,0,,,Victims of intentional homicide,0.00105
2021,Percentage,,Male,,,0,,,Victims of intentional homicide,0.00089
2022,Percentage,,Male,,,0,,,Victims of intentional homicide,0.00083
2023,Percentage,,Male,,,0,,,Victims of intentional homicide,0.00096
2024,Percentage,,Male,,,0,,,Victims of intentional homicide,0.00107
2010,Percentage,13 years and younger,Female,,,0,,,Victims of intentional homicide,0.00075
2011,Percentage,13 years and younger,Female,,,0,,,Victims of intentional homicide,0.00054
2012,Percentage,13 years and younger,Female,,,0,,,Victims of intentional homicide,0.00088
2013,Percentage,13 years and younger,Female,,,0,,,Victims of intentional homicide,0.00084
2014,Percentage,13 years and younger,Female,,,0,,,Victims of intentional homicide,0.00054
2015,Percentage,13 years and younger,Female,,,0,,,Victims of intentional homicide,0.00055
2016,Percentage,13 years and younger,Female,,,0,,,Victims of intentional homicide,0.00065
2017,Percentage,13 years and younger,Female,,,0,,,Victims of intentional homicide,0.0006
2018,Percentage,13 years and younger,Female,,,0,,,Victims of intentional homicide,0.00064
2019,Percentage,13 years and younger,Female,,,0,,,Victims of intentional homicide,0.00036
2020,Percentage,13 years and younger,Female,,,0,,,Victims of intentional homicide,0.0009
2021,Percentage,13 years and younger,Female,,,0,,,Victims of intentional homicide,0.0009
2022,Percentage,13 years and younger,Female,,,0,,,Victims of intentional homicide,0.00052
2023,Percentage,13 years and younger,Female,,,0,,,Victims of intentional homicide,0.00074
2024,Percentage,13 years and younger,Female,,,0,,,Victims of intentional homicide,0.00038
2010,Percentage,13 years and younger,Male,,,0,,,Victims of intentional homicide,0.00077
2011,Percentage,13 years and younger,Male,,,0,,,Victims of intentional homicide,0.00104
2012,Percentage,13 years and younger,Male,,,0,,,Victims of intentional homicide,0.00109
2013,Percentage,13 years and younger,Male,,,0,,,Victims of intentional homicide,0.00062
2014,Percentage,13 years and younger,Male,,,0,,,Victims of intentional homicide,0.00084
2015,Percentage,13 years and younger,Male,,,0,,,Victims of intentional homicide,0.00077
2016,Percentage,13 years and younger,Male,,,0,,,Victims of intentional homicide,0.00078
2017,Percentage,13 years and younger,Male,,,0,,,Victims of intentional homicide,0.00079
2018,Percentage,13 years and younger,Male,,,0,,,Victims of intentional homicide,0.00081
2019,Percentage,13 years and younger,Male,,,0,,,Victims of intentional homicide,0.00058
2020,Percentage,13 years and younger,Male,,,0,,,Victims of intentional homicide,0.00072
2021,Percentage,13 years and younger,Male,,,0,,,Victims of intentional homicide,0.0008
2022,Percentage,13 years and younger,Male,,,0,,,Victims of intentional homicide,0.00044
2023,Percentage,13 years and younger,Male,,,0,,,Victims of intentional homicide,0.00059
2024,Percentage,13 years and younger,Male,,,0,,,Victims of intentional homicide,0.00065
2010,Percentage,14 to under 18 years,Female,,,0,,,Victims of intentional homicide,0.00089
2011,Percentage,14 to under 18 years,Female,,,0,,,Victims of intentional homicide,0.00062
2012,Percentage,14 to under 18 years,Female,,,‒,,,Victims of intentional homicide,0.0
2013,Percentage,14 to under 18 years,Female,,,0,,,Victims of intentional homicide,0.00021
2014,Percentage,14 to under 18 years,Female,,,0,,,Victims of intentional homicide,0.00026
2015,Percentage,14 to under 18 years,Female,,,0,,,Victims of intentional homicide,0.00048
2016,Percentage,14 to under 18 years,Female,,,0,,,Victims of intentional homicide,0.00118
2017,Percentage,14 to under 18 years,Female,,,0,,,Victims of intentional homicide,0.0
2018,Percentage,14 to under 18 years,Female,,,0,,,Victims of intentional homicide,0.00044
2019,Percentage,14 to under 18 years,Female,,,0,,,Victims of intentional homicide,0.00022
2020,Percentage,14 to under 18 years,Female,,,0,,,Victims of intentional homicide,0.00022
2021,Percentage,14 to under 18 years,Female,,,0,,,Victims of intentional homicide,0.00039
2022,Percentage,14 to under 18 years,Female,,,0,,,Victims of intentional homicide,0.00082
2023,Percentage,14 to under 18 years,Female,,,0,,,Victims of intentional homicide,0.00054
2024,Percentage,14 to under 18 years,Female,,,0,,,Victims of intentional homicide,0.00047
2010,Percentage,14 to under 18 years,Male,,,0,,,Victims of intentional homicide,0.00048
2011,Percentage,14 to under 18 years,Male,,,0,,,Victims of intentional homicide,0.00074
2012,Percentage,14 to under 18 years,Male,,,0,,,Victims of intentional homicide,0.00029
2013,Percentage,14 to under 18 years,Male,,,0,,,Victims of intentional homicide,0.00039
2014,Percentage,14 to under 18 years,Male,,,0,,,Victims of intentional homicide,0.00049
2015,Percentage,14 to under 18 years,Male,,,0,,,Victims of intentional homicide,0.00025
2016,Percentage,14 to under 18 years,Male,,,0,,,Victims of intentional homicide,0.00065
2017,Percentage,14 to under 18 years,Male,,,0,,,Victims of intentional homicide,0.00015
2018,Percentage,14 to under 18 years,Male,,,0,,,Victims of intentional homicide,0.00031
2019,Percentage,14 to under 18 years,Male,,,0,,,Victims of intentional homicide,0.00037
2020,Percentage,14 to under 18 years,Male,,,0,,,Victims of intentional homicide,0.00042
2021,Percentage,14 to under 18 years,Male,,,0,,,Victims of intentional homicide,0.00037
2022,Percentage,14 to under 18 years,Male,,,0,,,Victims of intentional homicide,0.00013
2023,Percentage,14 to under 18 years,Male,,,0,,,Victims of intentional homicide,0.00056
2024,Percentage,14 to under 18 years,Male,,,0,,,Victims of intentional homicide,0.0005
2010,Percentage,18 to under 21 years,Female,,,0,,,Victims of intentional homicide,0.0014
2011,Percentage,18 to under 21 years,Female,,,0,,,Victims of intentional homicide,0.00081
2012,Percentage,18 to under 21 years,Female,,,0,,,Victims of intentional homicide,0.00083
2013,Percentage,18 to under 21 years,Female,,,0,,,Victims of intentional homicide,0.0005
2014,Percentage,18 to under 21 years,Female,,,0,,,Victims of intentional homicide,0.00075
2015,Percentage,18 to under 21 years,Female,,,0,,,Victims of intentional homicide,0.00073
2016,Percentage,18 to under 21 years,Female,,,0,,,Victims of intentional homicide,0.00145
2017,Percentage,18 to under 21 years,Female,,,0,,,Victims of intentional homicide,0.00057
2018,Percentage,18 to under 21 years,Female,,,0,,,Victims of intentional homicide,0.00099
2019,Percentage,18 to under 21 years,Female,,,0,,,Victims of intentional homicide,0.00042
2020,Percentage,18 to under 21 years,Female,,,0,,,Victims of intentional homicide,0.00052
2021,Percentage,18 to under 21 years,Female,,,0,,,Victims of intentional homicide,0.00036
2022,Percentage,18 to under 21 years,Female,,,0,,,Victims of intentional homicide,0.0007
2023,Percentage,18 to under 21 years,Female,,,0,,,Victims of intentional homicide,0.00078
2024,Percentage,18 to under 21 years,Female,,,0,,,Victims of intentional homicide,0.00111
2010,Percentage,18 to under 21 years,Male,,,0,,,Victims of intentional homicide,0.00133
2011,Percentage,18 to under 21 years,Male,,,0,,,Victims of intentional homicide,0.00146
2012,Percentage,18 to under 21 years,Male,,,0,,,Victims of intentional homicide,0.00102
2013,Percentage,18 to under 21 years,Male,,,0,,,Victims of intentional homicide,0.00072
2014,Percentage,18 to under 21 years,Male,,,0,,,Victims of intentional homicide,0.00087
2015,Percentage,18 to under 21 years,Male,,,0,,,Victims of intentional homicide,0.00066
2016,Percentage,18 to under 21 years,Male,,,0,,,Victims of intentional homicide,0.00182
2017,Percentage,18 to under 21 years,Male,,,0,,,Victims of intentional homicide,0.00066
2018,Percentage,18 to under 21 years,Male,,,0,,,Victims of intentional homicide,0.00105
2019,Percentage,18 to under 21 years,Male,,,0,,,Victims of intentional homicide,0.00085
2020,Percentage,18 to under 21 years,Male,,,0,,,Victims of intentional homicide,0.00121
2021,Percentage,18 to under 21 years,Male,,,0,,,Victims of intentional homicide,0.00125
2022,Percentage,18 to under 21 years,Male,,,0,,,Victims of intentional homicide,0.00124
2023,Percentage,18 to under 21 years,Male,,,0,,,Victims of intentional homicide,0.00072
2024,Percentage,18 to under 21 years,Male,,,0,,,Victims of intentional homicide,0.0011
2010,Percentage,21 to under 60 years,Female,,,0,,,Victims of intentional homicide,0.00093
2011,Percentage,21 to under 60 years,Female,,,0,,,Victims of intentional homicide,0.00084
2012,Percentage,21 to under 60 years,Female,,,0,,,Victims of intentional homicide,0.00065
2013,Percentage,21 to under 60 years,Female,,,0,,,Victims of intentional homicide,0.00074
2014,Percentage,21 to under 60 years,Female,,,0,,,Victims of intentional homicide,0.00084
2015,Percentage,21 to under 60 years,Female,,,0,,,Victims of intentional homicide,0.00066
2016,Percentage,21 to under 60 years,Female,,,0,,,Victims of intentional homicide,0.00111
2017,Percentage,21 to under 60 years,Female,,,0,,,Victims of intentional homicide,0.00083
2018,Percentage,21 to under 60 years,Female,,,0,,,Victims of intentional homicide,0.00087
2019,Percentage,21 to under 60 years,Female,,,0,,,Victims of intentional homicide,0.00069
2020,Percentage,21 to under 60 years,Female,,,0,,,Victims of intentional homicide,0.00068
2021,Percentage,21 to under 60 years,Female,,,0,,,Victims of intentional homicide,0.00068
2022,Percentage,21 to under 60 years,Female,,,0,,,Victims of intentional homicide,0.00066
2023,Percentage,21 to under 60 years,Female,,,0,,,Victims of intentional homicide,0.00089
2024,Percentage,21 to under 60 years,Female,,,0,,,Victims of intentional homicide,0.00073
2010,Percentage,21 to under 60 years,Male,,,0,,,Victims of intentional homicide,0.0011
2011,Percentage,21 to under 60 years,Male,,,0,,,Victims of intentional homicide,0.00112
2012,Percentage,21 to under 60 years,Male,,,0,,,Victims of intentional homicide,0.00101
2013,Percentage,21 to under 60 years,Male,,,0,,,Victims of intentional homicide,0.001
2014,Percentage,21 to under 60 years,Male,,,0,,,Victims of intentional homicide,0.00103
2015,Percentage,21 to under 60 years,Male,,,0,,,Victims of intentional homicide,0.00091
2016,Percentage,21 to under 60 years,Male,,,0,,,Victims of intentional homicide,0.00132
2017,Percentage,21 to under 60 years,Male,,,0,,,Victims of intentional homicide,0.00108
2018,Percentage,21 to under 60 years,Male,,,0,,,Victims of intentional homicide,0.00119
2019,Percentage,21 to under 60 years,Male,,,0,,,Victims of intentional homicide,0.00094
2020,Percentage,21 to under 60 years,Male,,,0,,,Victims of intentional homicide,0.0011
2021,Percentage,21 to under 60 years,Male,,,0,,,Victims of intentional homicide,0.00092
2022,Percentage,21 to under 60 years,Male,,,0,,,Victims of intentional homicide,0.00093
2023,Percentage,21 to under 60 years,Male,,,0,,,Victims of intentional homicide,0.00115
2024,Percentage,21 to under 60 years,Male,,,0,,,Victims of intentional homicide,0.00123
2010,Percentage,60 years and older,Female,,,0,,,Victims of intentional homicide,0.00101
2011,Percentage,60 years and older,Female,,,0,,,Victims of intentional homicide,0.00093
2012,Percentage,60 years and older,Female,,,0,,,Victims of intentional homicide,0.00089
2013,Percentage,60 years and older,Female,,,0,,,Victims of intentional homicide,0.001
2014,Percentage,60 years and older,Female,,,0,,,Victims of intentional homicide,0.00098
2015,Percentage,60 years and older,Female,,,0,,,Victims of intentional homicide,0.00115
2016,Percentage,60 years and older,Female,,,0,,,Victims of intentional homicide,0.0013
2017,Percentage,60 years and older,Female,,,0,,,Victims of intentional homicide,0.00133
2018,Percentage,60 years and older,Female,,,0,,,Victims of intentional homicide,0.00104
2019,Percentage,60 years and older,Female,,,0,,,Victims of intentional homicide,0.00082
2020,Percentage,60 years and older,Female,,,0,,,Victims of intentional homicide,0.00124
2021,Percentage,60 years and older,Female,,,0,,,Victims of intentional homicide,0.00108
2022,Percentage,60 years and older,Female,,,0,,,Victims of intentional homicide,0.00124
2023,Percentage,60 years and older,Female,,,0,,,Victims of intentional homicide,0.00099
2024,Percentage,60 years and older,Female,,,0,,,Victims of intentional homicide,0.00107
2010,Percentage,60 years and older,Male,,,0,,,Victims of intentional homicide,0.00093
2011,Percentage,60 years and older,Male,,,0,,,Victims of intentional homicide,0.00077
2012,Percentage,60 years and older,Male,,,0,,,Victims of intentional homicide,0.00076
2013,Percentage,60 years and older,Male,,,0,,,Victims of intentional homicide,0.00093
2014,Percentage,60 years and older,Male,,,0,,,Victims of intentional homicide,0.00093
2015,Percentage,60 years and older,Male,,,0,,,Victims of intentional homicide,0.00102
2016,Percentage,60 years and older,Male,,,0,,,Victims of intentional homicide,0.00125
2017,Percentage,60 years and older,Male,,,0,,,Victims of intentional homicide,0.0014
2018,Percentage,60 years and older,Male,,,0,,,Victims of intentional homicide,0.00096
2019,Percentage,60 years and older,Male,,,0,,,Victims of intentional homicide,0.00089
2020,Percentage,60 years and older,Male,,,0,,,Victims of intentional homicide,0.0012
2021,Percentage,60 years and older,Male,,,0,,,Victims of intentional homicide,0.00091
2022,Percentage,60 years and older,Male,,,0,,,Victims of intentional homicide,0.00089
2023,Percentage,60 years and older,Male,,,0,,,Victims of intentional homicide,0.00088
2024,Percentage,60 years and older,Male,,,0,,,Victims of intentional homicide,0.00105
2012,Percentage,,,,Very safe,r,,,Feeling of (in)security of the population in its neighbourhood (after dark),41.6
2017,Percentage,,,,Very safe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),36.7
2020,Percentage,,,,Very safe,|,,,Feeling of (in)security of the population in its neighbourhood (after dark),25.8
2012,Percentage,,,,Safe,r,,,Feeling of (in)security of the population in its neighbourhood (after dark),41.3
2017,Percentage,,,,Safe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),41.9
2020,Percentage,,,,Safe,|,,,Feeling of (in)security of the population in its neighbourhood (after dark),46.3
2012,Percentage,,,,Unsafe,r,,,Feeling of (in)security of the population in its neighbourhood (after dark),12.4
2017,Percentage,,,,Unsafe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),15.2
2020,Percentage,,,,Unsafe,|,,,Feeling of (in)security of the population in its neighbourhood (after dark),22.2
2012,Percentage,,,,Very unsafe,r,,,Feeling of (in)security of the population in its neighbourhood (after dark),4.7
2017,Percentage,,,,Very unsafe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),6.3
2020,Percentage,,,,Very unsafe,|,,,Feeling of (in)security of the population in its neighbourhood (after dark),5.7
2012,Percentage,,Male,,Very safe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),54.7
2017,Percentage,,Female,,Very safe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),24.4
2020,Percentage,,Female,,Very safe,|,,,Feeling of (in)security of the population in its neighbourhood (after dark),15.8
2012,Percentage,,Male,,Safe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),37.3
2017,Percentage,,Female,,Safe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),43.7
2020,Percentage,,Female,,Safe,|,,,Feeling of (in)security of the population in its neighbourhood (after dark),45.5
2012,Percentage,,Male,,Unsafe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),6.1
2017,Percentage,,Female,,Unsafe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),22.0
2020,Percentage,,Female,,Unsafe,|,,,Feeling of (in)security of the population in its neighbourhood (after dark),30.1
2012,Percentage,,Male,,Very unsafe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),1.9
2017,Percentage,,Female,,Very unsafe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),9.9
2020,Percentage,,Female,,Very unsafe,|,,,Feeling of (in)security of the population in its neighbourhood (after dark),8.6
2012,Percentage,,Female,,Very safe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),29.0
2017,Percentage,,Male,,Very safe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),49.4
2020,Percentage,,Male,,Very safe,|,,,Feeling of (in)security of the population in its neighbourhood (after dark),36.2
2012,Percentage,,Female,,Safe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),45.1
2017,Percentage,,Male,,Safe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),40.0
2020,Percentage,,Male,,Safe,|,,,Feeling of (in)security of the population in its neighbourhood (after dark),47.1
2012,Percentage,,Female,,Unsafe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),18.4
2017,Percentage,,Male,,Unsafe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),8.1
2020,Percentage,,Male,,Unsafe,|,,,Feeling of (in)security of the population in its neighbourhood (after dark),14.0
2012,Percentage,,Female,,Very unsafe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),7.4
2017,Percentage,,Male,,Very unsafe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),2.6
2020,Percentage,,Male,,Very unsafe,|,,,Feeling of (in)security of the population in its neighbourhood (after dark),2.7
2012,Percentage,16 to under 25 years,,,Very safe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),41.4
2017,Percentage,16 to under 25 years,,,Very safe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),38.8
2020,Percentage,16 to under 25 years,,,Very safe,|,,,Feeling of (in)security of the population in its neighbourhood (after dark),32.5
2012,Percentage,16 to under 25 years,,,Safe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),37.9
2017,Percentage,16 to under 25 years,,,Safe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),40.7
2020,Percentage,16 to under 25 years,,,Safe,|,,,Feeling of (in)security of the population in its neighbourhood (after dark),38.2
2012,Percentage,16 to under 25 years,,,Unsafe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),14.8
2017,Percentage,16 to under 25 years,,,Unsafe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),15.0
2020,Percentage,16 to under 25 years,,,Unsafe,|,,,Feeling of (in)security of the population in its neighbourhood (after dark),20.9
2012,Percentage,16 to under 25 years,,,Very unsafe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),5.9
2017,Percentage,16 to under 25 years,,,Very unsafe,,,,Feeling of (in)security of the population in its neighbourhood (after dark),5.5
2020,Percentage,16 to under 25 years,,,Very unsafe,|,,,Feeling of (in)security of the population in its neighbourhood (after dark),8.3
