Year,Units,age group,sex,typ of victim-suspect relationship,degree of feelings of insecurity,COMMENT_OBS_0,COMMENT_OBS_1,COMMENT_OBS_2,Series,Value
2010,"per 100,000 inhabitants",,,,,,,,victims of intentional homicide,0.97
2011,"per 100,000 inhabitants",,,,,,,,victims of intentional homicide,0.90
2012,"per 100,000 inhabitants",,,,,,,,victims of intentional homicide,0.81
2013,"per 100,000 inhabitants",,,,,|,,,victims of intentional homicide,0.86
2014,"per 100,000 inhabitants",,,,,,,,victims of intentional homicide,0.89
2015,"per 100,000 inhabitants",,,,,,,,victims of intentional homicide,0.84
2016,"per 100,000 inhabitants",,,,,,,,victims of intentional homicide,1.17
2017,"per 100,000 inhabitants",,,,,,,,victims of intentional homicide,0.99
2018,"per 100,000 inhabitants",,,,,,,,victims of intentional homicide,0.95
2019,"per 100,000 inhabitants",,,,,,,,victims of intentional homicide,0.75
2020,"per 100,000 inhabitants",,,,,,,,victims of intentional homicide,0.94
2021,"per 100,000 inhabitants",,,,,,,,victims of intentional homicide,0.84
2022,"per 100,000 inhabitants",,,,,,,,victims of intentional homicide,0.82
2023,"per 100,000 inhabitants",,,,,,,,victims of intentional homicide,0.91
2024,"per 100,000 inhabitants",,,,,|,,,victims of intentional homicide,0.93
2025,"per 100,000 inhabitants",,,,,,,,victims of intentional homicide,1.33
2010,"per 100,000 inhabitants",13 years and younger,,,,,,,victims of intentional homicide,0.75
2011,"per 100,000 inhabitants",13 years and younger,,,,,,,victims of intentional homicide,0.72
2012,"per 100,000 inhabitants",13 years and younger,,,,,,,victims of intentional homicide,0.90
2013,"per 100,000 inhabitants",13 years and younger,,,,|,,,victims of intentional homicide,0.67
2014,"per 100,000 inhabitants",13 years and younger,,,,,,,victims of intentional homicide,0.64
2015,"per 100,000 inhabitants",13 years and younger,,,,,,,victims of intentional homicide,0.63
2016,"per 100,000 inhabitants",13 years and younger,,,,,,,victims of intentional homicide,0.67
2017,"per 100,000 inhabitants",13 years and younger,,,,,,,victims of intentional homicide,0.65
2018,"per 100,000 inhabitants",13 years and younger,,,,,,,victims of intentional homicide,0.67
2019,"per 100,000 inhabitants",13 years and younger,,,,,,,victims of intentional homicide,0.49
2020,"per 100,000 inhabitants",13 years and younger,,,,,,,victims of intentional homicide,0.74
2021,"per 100,000 inhabitants",13 years and younger,,,,,,,victims of intentional homicide,0.77
2022,"per 100,000 inhabitants",13 years and younger,,,,,,,victims of intentional homicide,0.47
2023,"per 100,000 inhabitants",13 years and younger,,,,,,,victims of intentional homicide,0.65
2024,"per 100,000 inhabitants",13 years and younger,,,,|,,,victims of intentional homicide,0.51
2025,"per 100,000 inhabitants",13 years and younger,,,,,,,victims of intentional homicide,0.85
2010,"per 100,000 inhabitants",14 to under 18 years,,,,,,,victims of intentional homicide,0.68
2011,"per 100,000 inhabitants",14 to under 18 years,,,,,,,victims of intentional homicide,0.84
2012,"per 100,000 inhabitants",14 to under 18 years,,,,,,,victims of intentional homicide,0.19
2013,"per 100,000 inhabitants",14 to under 18 years,,,,|,,,victims of intentional homicide,0.37
2014,"per 100,000 inhabitants",14 to under 18 years,,,,,,,victims of intentional homicide,0.47
2015,"per 100,000 inhabitants",14 to under 18 years,,,,,,,victims of intentional homicide,0.44
2016,"per 100,000 inhabitants",14 to under 18 years,,,,,,,victims of intentional homicide,1.09
2017,"per 100,000 inhabitants",14 to under 18 years,,,,,,,victims of intentional homicide,0.13
2018,"per 100,000 inhabitants",14 to under 18 years,,,,,,,victims of intentional homicide,0.45
2019,"per 100,000 inhabitants",14 to under 18 years,,,,,,,victims of intentional homicide,0.36
2020,"per 100,000 inhabitants",14 to under 18 years,,,,,,,victims of intentional homicide,0.40
2021,"per 100,000 inhabitants",14 to under 18 years,,,,,,,victims of intentional homicide,0.47
2022,"per 100,000 inhabitants",14 to under 18 years,,,,,,,victims of intentional homicide,0.46
2023,"per 100,000 inhabitants",14 to under 18 years,,,,,,,victims of intentional homicide,0.55
2024,"per 100,000 inhabitants",14 to under 18 years,,,,|,,,victims of intentional homicide,0.48
2025,"per 100,000 inhabitants",14 to under 18 years,,,,,,,victims of intentional homicide,1.15
2010,"per 100,000 inhabitants",18 to under 21 years,,,,,,,victims of intentional homicide,1.34
2011,"per 100,000 inhabitants",18 to under 21 years,,,,,,,victims of intentional homicide,1.06
2012,"per 100,000 inhabitants",18 to under 21 years,,,,,,,victims of intentional homicide,0.89
2013,"per 100,000 inhabitants",18 to under 21 years,,,,|,,,victims of intentional homicide,0.61
2014,"per 100,000 inhabitants",18 to under 21 years,,,,,,,victims of intentional homicide,0.82
2015,"per 100,000 inhabitants",18 to under 21 years,,,,,,,victims of intentional homicide,0.73
2016,"per 100,000 inhabitants",18 to under 21 years,,,,,,,victims of intentional homicide,1.65
2017,"per 100,000 inhabitants",18 to under 21 years,,,,,,,victims of intentional homicide,0.60
2018,"per 100,000 inhabitants",18 to under 21 years,,,,,,,victims of intentional homicide,0.99
2019,"per 100,000 inhabitants",18 to under 21 years,,,,,,,victims of intentional homicide,0.62
2020,"per 100,000 inhabitants",18 to under 21 years,,,,,,,victims of intentional homicide,0.83
2021,"per 100,000 inhabitants",18 to under 21 years,,,,,,,victims of intentional homicide,0.77
2022,"per 100,000 inhabitants",18 to under 21 years,,,,,,,victims of intentional homicide,0.96
2023,"per 100,000 inhabitants",18 to under 21 years,,,,,,,victims of intentional homicide,0.74
2024,"per 100,000 inhabitants",18 to under 21 years,,,,|,,,victims of intentional homicide,1.11
2025,"per 100,000 inhabitants",18 to under 21 years,,,,,,,victims of intentional homicide,1.39
2010,"per 100,000 inhabitants",21 to under 60 years,,,,,,,victims of intentional homicide,1.01
2011,"per 100,000 inhabitants",21 to under 60 years,,,,,,,victims of intentional homicide,0.96
2012,"per 100,000 inhabitants",21 to under 60 years,,,,,,,victims of intentional homicide,0.81
2013,"per 100,000 inhabitants",21 to under 60 years,,,,|,,,victims of intentional homicide,0.87
2014,"per 100,000 inhabitants",21 to under 60 years,,,,,,,victims of intentional homicide,0.93
2015,"per 100,000 inhabitants",21 to under 60 years,,,,,,,victims of intentional homicide,0.75
2016,"per 100,000 inhabitants",21 to under 60 years,,,,,,,victims of intentional homicide,1.20
2017,"per 100,000 inhabitants",21 to under 60 years,,,,,,,victims of intentional homicide,0.95
2018,"per 100,000 inhabitants",21 to under 60 years,,,,,,,victims of intentional homicide,1.02
2019,"per 100,000 inhabitants",21 to under 60 years,,,,,,,victims of intentional homicide,0.80
2020,"per 100,000 inhabitants",21 to under 60 years,,,,,,,victims of intentional homicide,0.87
2021,"per 100,000 inhabitants",21 to under 60 years,,,,,,,victims of intentional homicide,0.78
2022,"per 100,000 inhabitants",21 to under 60 years,,,,,,,victims of intentional homicide,0.79
2023,"per 100,000 inhabitants",21 to under 60 years,,,,,,,victims of intentional homicide,1.00
2024,"per 100,000 inhabitants",21 to under 60 years,,,,|,,,victims of intentional homicide,0.98
2025,"per 100,000 inhabitants",21 to under 60 years,,,,,,,victims of intentional homicide,1.39
2010,"per 100,000 inhabitants",60 years and older,,,,,,,victims of intentional homicide,0.98
2011,"per 100,000 inhabitants",60 years and older,,,,,,,victims of intentional homicide,0.86
2012,"per 100,000 inhabitants",60 years and older,,,,,,,victims of intentional homicide,0.83
2013,"per 100,000 inhabitants",60 years and older,,,,|,,,victims of intentional homicide,0.98
2014,"per 100,000 inhabitants",60 years and older,,,,,,,victims of intentional homicide,0.97
2015,"per 100,000 inhabitants",60 years and older,,,,,,,victims of intentional homicide,1.10
2016,"per 100,000 inhabitants",60 years and older,,,,,,,victims of intentional homicide,1.29
2017,"per 100,000 inhabitants",60 years and older,,,,,,,victims of intentional homicide,1.37
2018,"per 100,000 inhabitants",60 years and older,,,,,,,victims of intentional homicide,1.01
2019,"per 100,000 inhabitants",60 years and older,,,,,,,victims of intentional homicide,0.86
2020,"per 100,000 inhabitants",60 years and older,,,,,,,victims of intentional homicide,1.23
2021,"per 100,000 inhabitants",60 years and older,,,,,,,victims of intentional homicide,1.01
2022,"per 100,000 inhabitants",60 years and older,,,,,,,victims of intentional homicide,1.08
2023,"per 100,000 inhabitants",60 years and older,,,,,,,victims of intentional homicide,0.94
2024,"per 100,000 inhabitants",60 years and older,,,,|,,,victims of intentional homicide,1.07
2025,"per 100,000 inhabitants",60 years and older,,,,,,,victims of intentional homicide,1.46
2010,"per 100,000 inhabitants",,female,,,,,,victims of intentional homicide,0.94
2011,"per 100,000 inhabitants",,female,,,,,,victims of intentional homicide,0.81
2012,"per 100,000 inhabitants",,female,,,,,,victims of intentional homicide,0.71
2013,"per 100,000 inhabitants",,female,,,|,,,victims of intentional homicide,0.80
2014,"per 100,000 inhabitants",,female,,,,,,victims of intentional homicide,0.82
2015,"per 100,000 inhabitants",,female,,,,,,victims of intentional homicide,0.79
2016,"per 100,000 inhabitants",,female,,,,,,victims of intentional homicide,1.13
2017,"per 100,000 inhabitants",,female,,,,,,victims of intentional homicide,0.91
2018,"per 100,000 inhabitants",,female,,,,,,victims of intentional homicide,0.87
2019,"per 100,000 inhabitants",,female,,,,,,victims of intentional homicide,0.66
2020,"per 100,000 inhabitants",,female,,,,,,victims of intentional homicide,0.85
2021,"per 100,000 inhabitants",,female,,,,,,victims of intentional homicide,0.80
2022,"per 100,000 inhabitants",,female,,,,,,victims of intentional homicide,0.83
2023,"per 100,000 inhabitants",,female,,,,,,victims of intentional homicide,0.87
2024,"per 100,000 inhabitants",,female,,,|,,,victims of intentional homicide,0.80
2025,"per 100,000 inhabitants",,female,,,,,,victims of intentional homicide,1.30
2010,"per 100,000 inhabitants",,male,,,,,,victims of intentional homicide,1.00
2011,"per 100,000 inhabitants",,male,,,,,,victims of intentional homicide,1.00
2012,"per 100,000 inhabitants",,male,,,,,,victims of intentional homicide,0.90
2013,"per 100,000 inhabitants",,male,,,|,,,victims of intentional homicide,0.90
2014,"per 100,000 inhabitants",,male,,,,,,victims of intentional homicide,0.95
2015,"per 100,000 inhabitants",,male,,,,,,victims of intentional homicide,0.86
2016,"per 100,000 inhabitants",,male,,,,,,victims of intentional homicide,1.22
2017,"per 100,000 inhabitants",,male,,,,,,victims of intentional homicide,1.06
2018,"per 100,000 inhabitants",,male,,,,,,victims of intentional homicide,1.03
2019,"per 100,000 inhabitants",,male,,,,,,victims of intentional homicide,0.85
2020,"per 100,000 inhabitants",,male,,,,,,victims of intentional homicide,1.04
2021,"per 100,000 inhabitants",,male,,,,,,victims of intentional homicide,0.87
2022,"per 100,000 inhabitants",,male,,,,,,victims of intentional homicide,0.82
2023,"per 100,000 inhabitants",,male,,,,,,victims of intentional homicide,0.95
2024,"per 100,000 inhabitants",,male,,,|,,,victims of intentional homicide,1.07
2025,"per 100,000 inhabitants",,male,,,,,,victims of intentional homicide,1.36
2010,"per 100,000 inhabitants",13 years and younger,female,,,,,,victims of intentional homicide,0.74
2011,"per 100,000 inhabitants",13 years and younger,female,,,,,,victims of intentional homicide,0.49
2012,"per 100,000 inhabitants",13 years and younger,female,,,,,,victims of intentional homicide,0.80
2013,"per 100,000 inhabitants",13 years and younger,female,,,|,,,victims of intentional homicide,0.77
2014,"per 100,000 inhabitants",13 years and younger,female,,,,,,victims of intentional homicide,0.50
2015,"per 100,000 inhabitants",13 years and younger,female,,,,,,victims of intentional homicide,0.52
2016,"per 100,000 inhabitants",13 years and younger,female,,,,,,victims of intentional homicide,0.61
2017,"per 100,000 inhabitants",13 years and younger,female,,,,,,victims of intentional homicide,0.56
2018,"per 100,000 inhabitants",13 years and younger,female,,,,,,victims of intentional homicide,0.59
2019,"per 100,000 inhabitants",13 years and younger,female,,,,,,victims of intentional homicide,0.33
2020,"per 100,000 inhabitants",13 years and younger,female,,,,,,victims of intentional homicide,0.81
2021,"per 100,000 inhabitants",13 years and younger,female,,,,,,victims of intentional homicide,0.82
2022,"per 100,000 inhabitants",13 years and younger,female,,,,,,victims of intentional homicide,0.51
2023,"per 100,000 inhabitants",13 years and younger,female,,,,,,victims of intentional homicide,0.72
2024,"per 100,000 inhabitants",13 years and younger,female,,,|,,,victims of intentional homicide,0.38
2025,"per 100,000 inhabitants",13 years and younger,female,,,,,,victims of intentional homicide,0.91
2010,"per 100,000 inhabitants",13 years and younger,male,,,,,,victims of intentional homicide,0.76
2011,"per 100,000 inhabitants",13 years and younger,male,,,,,,victims of intentional homicide,0.94
2012,"per 100,000 inhabitants",13 years and younger,male,,,,,,victims of intentional homicide,0.99
2013,"per 100,000 inhabitants",13 years and younger,male,,,|,,,victims of intentional homicide,0.57
2014,"per 100,000 inhabitants",13 years and younger,male,,,,,,victims of intentional homicide,0.77
2015,"per 100,000 inhabitants",13 years and younger,male,,,,,,victims of intentional homicide,0.73
2016,"per 100,000 inhabitants",13 years and younger,male,,,,,,victims of intentional homicide,0.73
2017,"per 100,000 inhabitants",13 years and younger,male,,,,,,victims of intentional homicide,0.74
2018,"per 100,000 inhabitants",13 years and younger,male,,,,,,victims of intentional homicide,0.75
2019,"per 100,000 inhabitants",13 years and younger,male,,,,,,victims of intentional homicide,0.53
2020,"per 100,000 inhabitants",13 years and younger,male,,,,,,victims of intentional homicide,0.68
2021,"per 100,000 inhabitants",13 years and younger,male,,,,,,victims of intentional homicide,0.72
2022,"per 100,000 inhabitants",13 years and younger,male,,,,,,victims of intentional homicide,0.43
2023,"per 100,000 inhabitants",13 years and younger,male,,,,,,victims of intentional homicide,0.58
2024,"per 100,000 inhabitants",13 years and younger,male,,,|,,,victims of intentional homicide,0.65
2025,"per 100,000 inhabitants",13 years and younger,male,,,,,,victims of intentional homicide,0.79
2010,"per 100,000 inhabitants",14 to under 18 years,female,,,,,,victims of intentional homicide,0.89
2011,"per 100,000 inhabitants",14 to under 18 years,female,,,,,,victims of intentional homicide,0.77
2012,"per 100,000 inhabitants",14 to under 18 years,female,,,‒,,,victims of intentional homicide,0.00
2013,"per 100,000 inhabitants",14 to under 18 years,female,,,|,,,victims of intentional homicide,0.26
2014,"per 100,000 inhabitants",14 to under 18 years,female,,,,,,victims of intentional homicide,0.32
2015,"per 100,000 inhabitants",14 to under 18 years,female,,,,,,victims of intentional homicide,0.58
2016,"per 100,000 inhabitants",14 to under 18 years,female,,,,,,victims of intentional homicide,1.43
2017,"per 100,000 inhabitants",14 to under 18 years,female,,,,,,victims of intentional homicide,0.07
2018,"per 100,000 inhabitants",14 to under 18 years,female,,,,,,victims of intentional homicide,0.53
2019,"per 100,000 inhabitants",14 to under 18 years,female,,,,,,victims of intentional homicide,0.27
2020,"per 100,000 inhabitants",14 to under 18 years,female,,,,,,victims of intentional homicide,0.27
2021,"per 100,000 inhabitants",14 to under 18 years,female,,,,,,victims of intentional homicide,0.48
2022,"per 100,000 inhabitants",14 to under 18 years,female,,,,,,victims of intentional homicide,0.82
2023,"per 100,000 inhabitants",14 to under 18 years,female,,,,,,victims of intentional homicide,0.53
2024,"per 100,000 inhabitants",14 to under 18 years,female,,,|,,,victims of intentional homicide,0.47
2025,"per 100,000 inhabitants",14 to under 18 years,female,,,,,,victims of intentional homicide,1.06
2010,"per 100,000 inhabitants",14 to under 18 years,male,,,,,,victims of intentional homicide,0.48
2011,"per 100,000 inhabitants",14 to under 18 years,male,,,,,,victims of intentional homicide,0.91
2012,"per 100,000 inhabitants",14 to under 18 years,male,,,,,,victims of intentional homicide,0.28
2013,"per 100,000 inhabitants",14 to under 18 years,male,,,|,,,victims of intentional homicide,0.49
2014,"per 100,000 inhabitants",14 to under 18 years,male,,,,,,victims of intentional homicide,0.61
2015,"per 100,000 inhabitants",14 to under 18 years,male,,,,,,victims of intentional homicide,0.30
2016,"per 100,000 inhabitants",14 to under 18 years,male,,,,,,victims of intentional homicide,0.78
