Year,Units,Altersklasse,Geschlecht,Art der Opfer-Tatverdächtigen-Beziehung,Grad des Unsicherheitsgefühls,COMMENT_OBS_0,COMMENT_OBS_1,COMMENT_OBS_2,Series,Value
2017,Prozent,,Weiblich,,Sehr unsicher,,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",9.9
2020,Prozent,,Weiblich,,Sehr unsicher,|,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",8.6
2012,Prozent,,Weiblich,,Sehr sicher,,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",29.0
2017,Prozent,,Männlich,,Sehr sicher,,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",49.4
2020,Prozent,,Männlich,,Sehr sicher,|,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",36.2
2012,Prozent,,Weiblich,,Eher sicher,,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",45.1
2017,Prozent,,Männlich,,Eher sicher,,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",40.0
2020,Prozent,,Männlich,,Eher sicher,|,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",47.1
2012,Prozent,,Weiblich,,Eher unsicher,,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",18.4
2017,Prozent,,Männlich,,Eher unsicher,,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",8.1
2020,Prozent,,Männlich,,Eher unsicher,|,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",14.0
2012,Prozent,,Weiblich,,Sehr unsicher,,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",7.4
2017,Prozent,,Männlich,,Sehr unsicher,,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",2.6
2020,Prozent,,Männlich,,Sehr unsicher,|,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",2.7
2012,Prozent,16 bis unter 25 Jahre,,,Sehr sicher,,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",41.4
2017,Prozent,16 bis unter 25 Jahre,,,Sehr sicher,,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",38.8
2020,Prozent,16 bis unter 25 Jahre,,,Sehr sicher,|,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",32.5
2012,Prozent,16 bis unter 25 Jahre,,,Eher sicher,,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",37.9
2017,Prozent,16 bis unter 25 Jahre,,,Eher sicher,,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",40.7
2020,Prozent,16 bis unter 25 Jahre,,,Eher sicher,|,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",38.2
2012,Prozent,16 bis unter 25 Jahre,,,Eher unsicher,,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",14.8
2017,Prozent,16 bis unter 25 Jahre,,,Eher unsicher,,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",15.0
2020,Prozent,16 bis unter 25 Jahre,,,Eher unsicher,|,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",20.9
2012,Prozent,16 bis unter 25 Jahre,,,Sehr unsicher,,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",5.9
2017,Prozent,16 bis unter 25 Jahre,,,Sehr unsicher,,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",5.5
2020,Prozent,16 bis unter 25 Jahre,,,Sehr unsicher,|,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",8.3
2012,Prozent,25 bis unter 35 Jahre,,,Sehr sicher,,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",44.0
2017,Prozent,25 bis unter 35 Jahre,,,Sehr sicher,,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",39.2
2020,Prozent,25 bis unter 35 Jahre,,,Sehr sicher,|,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",32.3
2012,Prozent,25 bis unter 35 Jahre,,,Eher sicher,,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",43.4
2017,Prozent,25 bis unter 35 Jahre,,,Eher sicher,,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",42.9
2020,Prozent,25 bis unter 35 Jahre,,,Eher sicher,|,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",43.0
2012,Prozent,25 bis unter 35 Jahre,,,Eher unsicher,,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",8.7
2017,Prozent,25 bis unter 35 Jahre,,,Eher unsicher,,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",12.9
2020,Prozent,25 bis unter 35 Jahre,,,Eher unsicher,|,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",19.2
2012,Prozent,25 bis unter 35 Jahre,,,Sehr unsicher,,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",3.9
2017,Prozent,25 bis unter 35 Jahre,,,Sehr unsicher,,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",5.0
2020,Prozent,25 bis unter 35 Jahre,,,Sehr unsicher,|,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",5.4
2012,Prozent,35 bis unter 45 Jahre,,,Sehr sicher,,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",47.2
2017,Prozent,35 bis unter 45 Jahre,,,Sehr sicher,,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",40.1
2020,Prozent,35 bis unter 45 Jahre,,,Sehr sicher,|,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",31.3
2012,Prozent,35 bis unter 45 Jahre,,,Eher sicher,,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",41.4
2017,Prozent,35 bis unter 45 Jahre,,,Eher sicher,,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",41.4
2020,Prozent,35 bis unter 45 Jahre,,,Eher sicher,|,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",45.5
2012,Prozent,35 bis unter 45 Jahre,,,Eher unsicher,,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",8.6
2017,Prozent,35 bis unter 45 Jahre,,,Eher unsicher,,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",13.3
2020,Prozent,35 bis unter 45 Jahre,,,Eher unsicher,|,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",18.9
2012,Prozent,35 bis unter 45 Jahre,,,Sehr unsicher,,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",2.8
2017,Prozent,35 bis unter 45 Jahre,,,Sehr unsicher,,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",5.2
2020,Prozent,35 bis unter 45 Jahre,,,Sehr unsicher,|,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",4.3
2012,Prozent,45 bis unter 55 Jahre,,,Sehr sicher,,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",45.7
2017,Prozent,45 bis unter 55 Jahre,,,Sehr sicher,,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",39.9
2020,Prozent,45 bis unter 55 Jahre,,,Sehr sicher,|,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",28.3
2012,Prozent,45 bis unter 55 Jahre,,,Eher sicher,,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",42.7
2017,Prozent,45 bis unter 55 Jahre,,,Eher sicher,,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",42.6
2020,Prozent,45 bis unter 55 Jahre,,,Eher sicher,|,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",46.9
2012,Prozent,45 bis unter 55 Jahre,,,Eher unsicher,,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",8.7
2017,Prozent,45 bis unter 55 Jahre,,,Eher unsicher,,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",12.0
2020,Prozent,45 bis unter 55 Jahre,,,Eher unsicher,|,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",20.0
2012,Prozent,45 bis unter 55 Jahre,,,Sehr unsicher,,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",2.9
2017,Prozent,45 bis unter 55 Jahre,,,Sehr unsicher,,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",5.5
2020,Prozent,45 bis unter 55 Jahre,,,Sehr unsicher,|,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",4.8
2012,Prozent,55 bis unter 65 Jahre,,,Sehr sicher,,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",43.1
2017,Prozent,55 bis unter 65 Jahre,,,Sehr sicher,,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",37.6
2020,Prozent,55 bis unter 65 Jahre,,,Sehr sicher,|,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",24.1
2012,Prozent,55 bis unter 65 Jahre,,,Eher sicher,,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",42.1
2017,Prozent,55 bis unter 65 Jahre,,,Eher sicher,,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",42.9
2020,Prozent,55 bis unter 65 Jahre,,,Eher sicher,|,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",50.3
2012,Prozent,55 bis unter 65 Jahre,,,Eher unsicher,,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",11.1
2017,Prozent,55 bis unter 65 Jahre,,,Eher unsicher,,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",13.9
2020,Prozent,55 bis unter 65 Jahre,,,Eher unsicher,|,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",20.8
2012,Prozent,55 bis unter 65 Jahre,,,Sehr unsicher,,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",3.8
2017,Prozent,55 bis unter 65 Jahre,,,Sehr unsicher,,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",5.6
2020,Prozent,55 bis unter 65 Jahre,,,Sehr unsicher,|,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",4.8
2012,Prozent,65 bis unter 75 Jahre,,,Sehr sicher,,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",35.6
2017,Prozent,65 bis unter 75 Jahre,,,Sehr sicher,,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",32.8
2020,Prozent,65 bis unter 75 Jahre,,,Sehr sicher,|,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",18.9
2012,Prozent,65 bis unter 75 Jahre,,,Eher sicher,,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",42.2
2017,Prozent,65 bis unter 75 Jahre,,,Eher sicher,,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",41.4
2020,Prozent,65 bis unter 75 Jahre,,,Eher sicher,|,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",49.4
2012,Prozent,65 bis unter 75 Jahre,,,Eher unsicher,,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",16.3
2017,Prozent,65 bis unter 75 Jahre,,,Eher unsicher,,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",18.4
2020,Prozent,65 bis unter 75 Jahre,,,Eher unsicher,|,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",26.1
2012,Prozent,65 bis unter 75 Jahre,,,Sehr unsicher,,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",5.9
2017,Prozent,65 bis unter 75 Jahre,,,Sehr unsicher,,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",7.3
2020,Prozent,65 bis unter 75 Jahre,,,Sehr unsicher,|,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",5.7
2012,Prozent,75 Jahre und älter,,,Sehr sicher,,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",26.9
2017,Prozent,75 Jahre und älter,,,Sehr sicher,,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",25.9
2020,Prozent,75 Jahre und älter,,,Sehr sicher,|,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",11.6
2012,Prozent,75 Jahre und älter,,,Eher sicher,,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",37.4
2017,Prozent,75 Jahre und älter,,,Eher sicher,,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",40.3
2020,Prozent,75 Jahre und älter,,,Eher sicher,|,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",48.4
2012,Prozent,75 Jahre und älter,,,Eher unsicher,,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",24.8
2017,Prozent,75 Jahre und älter,,,Eher unsicher,,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",23.1
2020,Prozent,75 Jahre und älter,,,Eher unsicher,|,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",31.8
2012,Prozent,75 Jahre und älter,,,Sehr unsicher,,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",10.9
2017,Prozent,75 Jahre und älter,,,Sehr unsicher,,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",10.7
2020,Prozent,75 Jahre und älter,,,Sehr unsicher,,,,"Bevölkerung, die sich nach Einbruch der Dunkelheit in ihrer Wohnumgebung allein sicher fühlt",8.2
